GeneralFeedbackID,ID,Content
12626605,3,5 sao cho shop
19609981,0,oke k có lỗi gì
16713955,0,giao hàng nhanh
16713955,1,hàng mới nguyên seal 100
16713955,2,thanks shop
18038576,0,chưa lắp nên chưa biết sao
18038576,1,giao hàng nhanh cực
18038576,2,chiều hôm trước đặt
18038576,3,hôm sau đã có hàng
18945356,0,giao hàng nhanh
18945356,1,dùng ổn
16901066,0,giao hàng nhanh
16901066,1,hàng nguyên seal
16901066,2,lắp máy nhận ngay
16901066,3,sẽ tiếp tục ủng hộ shop
17635274,0,đóng hàng cẩn thận
17654367,0,giao hàng nhanh
17654367,1,chất lượng sản phẩm tuyệt vời
17654367,2,bảo hành 5 năm yên tâm sử dụng
10054096,0,hàng made in korea
10054096,1,tốc độ của ssd rất nhanh
10054096,2,giao hàng rất nhanh giao trong ngày luôn
10054096,3,đóng gói trong hộp không có gì để giảm sốc
10054096,4,tóm lại đã mua hàng ở shop 2 lần và thấy hài lòng
19320396,0,870 evo la best of sata
19184091,0,sản phẩm chất lượng tốt
18745782,0,sản phẩm này dùng rất tốt
18745782,1,sẽ mua lần sau
17075759,0,hàng mới
17075759,1,nguyên seal
17075759,2,giao rất nhanh
17075759,3,mới đặt sáng hôm trước thì sáng hôm sau nhận được
19290179,0,hàng như mô tả
19421414,0,ok
19000889,0,made in vn
19000889,1,hàng nhập khẩu
17726813,0,sản phẩm châdt lượng
17726813,1,nguyên seal
17726813,2,giao hàng nhanh
17726813,3,cám ơn shop nhé
11760647,0,minh co mua san pham nay vao ngay 11082021 don hang 224427413 nhin chung buoc dau thi thay ok
18291801,0,sản phẩm tốt
18291801,1,mua sắm ở đây nhiều món rồi
17508605,0,sản phẩm tốt
17508605,1,ps không có kèm ốc vít sẵn đâu nha các bạn
13419438,0,móp méo hết
9611818,0,trong ổ mua không có phiếu bảo hành
9611818,1,gọi điện ko nghe máy
9611818,2,trên ổ không có tem bảo hành
19131720,0,hàng ok
8993621,0,bán không đúng với quảng cáo
8993621,1,hàng china mà quảng cáo korea
8993621,2,cài win không được
8993621,3,mất tiền oan
8993621,4,tại sao tiki lại chứa chấp lừa đảo
17412878,0,ổ cứng chạy ổn định
17412878,1,không gặp lỗi
17412878,2,sụp hàng có tâm
16933700,0,số sn không check đc
16933700,1,mã sản phẩm ở vỏ và ở ổ không trùng khớp
18670196,0,sản phẩm chất lượng
12898107,0,mình không rành lắm
12898107,1,tưởng lỗi
12898107,2,hóa ra là do mình nhầm không biết phải initialize trước
12898107,3,cám ơn shop đã hướng dẫn ạ
18825545,0,ổ đang dùng ok
18161809,0,hàng rất tốt
18161809,1,clone qua chạy luôn
17287585,0,sản phẩm giao hàng nhanh
17287585,1,chất lượng sản phẩm tốt
18990910,0,ok
10269882,0,đúng hàng chính hãng samsung
10269882,1,mặc dù tự tháo lắp vào laptop hơi cực nhưng làm xong tốc độ load windows tăng lên đáng kế nên thấy rất hài lòng
8926253,0,hàng china mà quảng cáo korea! check serial không ra!
17558329,0,đã mưa nhiều lần
17558329,1,sản phẩm chất lượng
9988229,0,ko phải xuất xứ hàn quắc nhưng trải nghiệm đúng chất lượng
9988229,1,tạm thời tin tưởng
9988229,2,có thể do loại 250gb khác loại 1tb nên xuất xứ khác
17617546,0,gắn mac mini cài win chạy ngon lành
18597041,0,ok
17110455,0,giao hàng nhanh
17110455,1,sản phẩm đúng miêu tả
17061392,0,ok
7784289,0,giao hàng nhanh
7784289,1,sản phẩm tốt
7784289,2,nên bật rapid mode để đc hiệu năng tốt hơn
18130746,0,hàng ok
9321914,0,không có gì để chê
9321914,1,mua để thay thế hdd của lap cũ
10536569,0,hàng dùng tốt
10536569,1,nhưng ko biết chính sách bảo hành là bh theo cái gì? serial à ?
17263990,0,sản phẩm rẻ và tốt
16915170,0,nhanh hơn ổ wd green của mình
10407312,0,sản phẩn ok
10407312,1,đóng gói ổn
10407312,2,giao hàng nhanh dĩ an
10407312,3,trước mắt chạy ổn không biết sau này như thế nào chưa biết
9618520,0,đã test
9618520,1,phải nói là quá nhanh quá nguy hiểm luôn
9618520,2,nếu có 10 sao cũng cho full điểm
17634290,0,tuyệt vời
15960041,0,giá rất tốt và cài win có 1 tí là xong à
9337225,0,giao hàng nhanh
9337225,1,ổ cứng được sản xuất tại hàn quốc
9337225,2,tốc độ đúng như giới thiệu
9337225,3,còn độ bền thì chờ thời gian
10285225,0,sau khi nhận được sản phẩm
10285225,1,thì mình có test qua và thấy sản phẩm được đóng gói
10285225,2,vận chuyển cẩn thận
17196739,0,đã mua nhiều lần
9220082,0,rất hài lòng
9220082,1,sản phẩm như hình và mô tả
9220082,2,máy hồi trước khởi động gần 4 phút
9220082,3,lắp ssd vào chỉ còn 20 giây thôi
10081048,0,hàng chuẩn! made in korea giao nhanh
17567880,0,ngon
9730887,0,nhanh lắm
9730887,1,không biết cái này có bền không nhưng đã xài ổ loại này rồi thấy ok lắm nên mới mua tiếp
7926109,0,hàng nguyên seal
7926109,1,đống gói chắc chắn
7926109,2,tốc độ đọc ghi thì ko cần bàn cãi
7926109,3,vì samsung đã làm rất tốt khâu này rồi
8739815,0,quá đỉnh cho dòng samsung 870 model mới của 2021
8739815,1,shop lagihitech luôn bán hàng chất lượng
8739815,2,khi cài đặt khó
8739815,3,chat
14811944,0,mới lắp không thấy có vấn đề gì
8570425,0,hàng giao nhanh
8570425,1,đã test ok
8570425,2,hài lòng
8635613,0,chuẩn
8635613,1,shop có trách nhiệm bảo hành 60 tháng theo chế độ bh nữa là ok
13018911,0,chất lượng tốt
16661730,0,ngon
8935474,0,cảm nhận mới sử dụng mượt
8935474,1,mạnh
8935474,2,cắm vào nhận ngay !!!
9659473,0,giao hàng nhanh
9659473,1,ok
11046940,0,mới dùng đc 1 thời gian không biết là nó bền hay k
11046940,1,nhưng tốc đôn thì ổn
10211607,0,sd 1 time thấy khá ok
10211607,1,giao đúng mặt hàng
10211607,2,check thì đôi khi chỉ số chưa đúng lắm
9571754,0,hộp đóng gói hơi quá to so với sản phẩm
9571754,1,trong lúc vận chuyển có thể bị chấn động
8761056,0,giao hàng nhanh
8761056,1,hàng zin samsung
8761056,2,chưa cài đặtsử dụng nên sẽ cập nhật sau nếu có vấn đề gì
9266384,0,hàng chất lượng
7912643,0,hàng tốt không cần phải bàn gì thêm
7912643,1,dùng 1 ổ 860 qvo rồi
7912643,2,giờ thêm ổ này nữa để chơi game thôi
11730293,0,chạy như gió
11730293,1,bắn siu nhann
9769137,0,mới xài chưa nhận xét được nhiều
9769137,1,hàng mới leng keng
9769137,2,gắn vào chạy thấy ổn
9783204,0,sản phẩm ok
9783204,1,xài một thời gian nữa xem sao
15728144,0,dùng tốt
12253329,0,dùng đã 1 tháng ko lỗi gì
12253329,1,tốc độ nhanh
12253329,2,quá tốt
9243730,0,giao hàng nhanh
9243730,1,hàng còn nguyên tem hộp mua đồ công nghệ cứ qua tiki là yên tâm
9986449,0,giao hàng nhanh chóng
9986449,1,đúng mẫu mã
9986449,2,made in korea
9986449,3,đã lắp và chạy thử ok
10245235,0,sản phẩm tốt đúng như mô tả
14084322,0,sp tốt
14084322,1,giao hàng nhanh
10070847,0,sản phẩm dùng rất tốt
10070847,1,đóng gói cẩn thận
10070847,2,shop chất lượng
8239679,0,giao hàng nhanh
8239679,1,còn nguyên seal
8239679,2,chạy khá mượt
8347714,0,mới 100 chưa khui seal
8347714,1,mới test thử 1 cái ok
13494928,0,xài ổn
13494928,1,giao nhanh
9234738,0,đẹp
9234738,1,đóng gói cẩn thận
9234738,2,mỗi tội ko cho c 4 con óc để gắn vô
14763030,0,ok
11039275,0,đóng gói chuẩn ! hàng tốt ! đúng như hình
12652211,0,nguyen seal
12652211,1,chạy tốt
9973343,0,tiki giao hàng rất nhanh
9973343,1,sản phẩm chất lượng tốt
9392612,0,ổn
9392612,1,hộp đóng hơi to so với mặt hàng
9392612,2,không chống sóc
11225052,0,dùng tốt
11225052,1,ship nhanh và gói cẩn thận
11203203,0,giao nhanh
11203203,1,sản phẩm sử dụng tốt
11080854,0,cách bán hàng
11080854,1,free ship
11080854,2,chất lượng
11040191,0,hàng giao nhanh
11040191,1,đúng như mô tả sp
10812676,0,không thấy tem bảo hành đâu hết
8682823,0,sản phẩm tốt
8682823,1,rất mong bền như nhà sx đã quảng cáo
9725597,0,ổ đúng như shop mô tả
9725597,1,tiki giao hàng nhanh
10821109,0,dùng có vẽ ok
10821109,1,dung lượng lớn
8481039,0,sản phẩm đúng như mô tả
8481039,1,hàng korea
8481039,2,đánh giá shop 5
9852485,0,sản phẩm giao đúng
9852485,1,chất lượng tốt
11650661,0,dùng tốt
11650661,1,ko lỗi gì
10881941,0,sản phẩm đúng như mô tả
12232165,0,ok tks tiki
8542873,0,hàng chuẩn
8542873,1,chờ kết quả sử dụng mới biết
12386554,0,ok
11629696,0,oki tốt ạ
12056474,0,tuyệt
10389115,0,hàng đúng như mô tả
8394891,0,sản phẩm chính hãng
8394891,1,giao hàng nhanh chóng
7745680,0,sản phẩm rất oki nhé
7745680,1,xuất sứ từ korea
11772929,0,ok
10530749,0,dùng tốt
9224883,0,vẫn ổn sau vài năm
9513992,0,giá cả hợp lý
11009972,0,ok
9595384,0,sản phẩm tốt
10091786,0,hàng xịn
8189929,0,sử dụng tốt tốc độ nhanh
9328860,0,sản phẩm tốt
9642507,0,dùng ổn
9593963,0,hàng ok
9828090,0,ok
9740471,0,ok
9341444,0,sp ok
19050759,0,tính tới thời điểm hiện tại thì ổ chạy ổn định
19050759,1,ssd samsung thì không phải nghi ngờ gì nữa rồi
19050759,2,giá quá ổn
19050759,3,canh sale nữa là hết nước chấm các bác ạ d bên kỹ thuật tư vấn cũng nhiệt tình
19050759,4,nói chung là 1010
17600280,0,sản phẩm chính hãng
17600280,1,đã register tại website của samsung
17600280,2,lagihitech cung cấp sản phẩm chính hãng
17600280,3,tôi đã mua ssd tại shop lagihitech 4 lần rồi
17600280,4,cho cá nhân thôi
17600280,5,và rất tin tưởng nhà cung cấp này
17600280,6,tiki giao hàng nhanh
17600280,7,đúng hẹn
17600280,8,đóng gói rất kỹ
17600280,9,rất vui khi được nhận hàng đúng hẹn!
12448795,0,ssd nhà samsubg chất lượng thì khỏi phải bàn rồi
12448795,1,lưu ý là ổ sẽ hơi nóng nên nếu có pad tản nhiệt thì nên gắn thêm
19017848,0,do không tìm hiểu kĩ
19017848,1,mình đã mua con 980pro gen4
19017848,2,lắp vào và cài win
19017848,3,máy ko tương thích
19017848,4,cho mình hỏi có trả lại hàng được không ?
12691437,0,giao hàng cực nhanh
12691437,1,đặt 17
12691437,2,18 giao hàng
12691437,3,test trên main z490 pcie 3
12691437,4,0 tốc độ ngon
12691437,5,chờ shop xuất hóa đơn
17570289,0,sản phẩm tốt giao nhanh
17570289,1,tốc độ bao phê
17570289,2,samsung k phải bàn cãi
18850382,0,hàng chính hãng chất lượng tốt
18850382,1,đọc nhanh ấn tượng
18850382,2,win mở ngay lập tức sau khi cài
18850382,3,nên chọn mua nếu cần tốc độ nhanh
17303876,0,ổ cứng ssd chính hãng samsung
17303876,1,hàng mới còn nguyên seal
17303876,2,chưa gắn vào máy nên chưa kiểm tra được
17303876,3,mong ổ dùng tốt không có vấn đề gì
17303876,4,cám ơn tiki và nhà bán hàng
18344972,0,tôi mua lắp vào ps5
18344972,1,sản phẩm đúng 1tb không thiếu tý nào
18344972,2,dùng rất nhanh
18344972,3,giá hợp lý
18937475,0,hàng dùng ổn định
19448464,0,chất lượng sp tốt
19448464,1,nhưng giao hàng ko đúng thời gian
19448464,2,dịch vụ khách hàng của tiki quá kém
7623877,0,ổ thì tốt
7623877,1,nhưng hơi buồn vì không có ốc đi kèm
17337165,0,sản phẩm đúng mã hàng và mới nguyên seal
17337165,1,giao hàng nhanh chóng
17337165,2,rất hài lòng
18655222,0,giao hàng rất nhanh
18655222,1,đóng gói kỹ lưỡng
18655222,2,giá cả hợp lý
18655222,3,samsung thì xịn rồi
18840703,0,k rõ bền ko
18840703,1,nhưng tốc độ tạm chấp nhất
18840703,2,dùng với box thunderbolt
14951372,0,đây là lần thứ 2 mua sản phẩm này
14951372,1,mọi thứ vẫn cực tốt từ phía nhà cung cấp lẫn giao hàng
17351951,0,hàng nguyên tem
17351951,1,giao hàng nhanh
17351951,2,sản phẩm chất lượng
17351951,3,chờ build bộ pc để lắp vào
18790398,0,tốc độ nhanh
18790398,1,sản phẩm chính hãng
18790398,2,cực kì ưng ý
17368032,0,hàng mới
17368032,1,giao nhanh
17368032,2,chất lượng rất tốt
17368032,3,mình cắm xài ko vấn đề gì
17368032,4,tóm lại hài lòng
6648545,0,tiki giao nhanh
6648545,1,còn nguyên seal
6648545,2,mình gắn main z390 chạy ngon lành
6648545,3,max tốc độ nvme gen 3
6648545,4,read 3500 mbs write 3300 mbs
6648545,5,upgrade lên z490 chắc ngon hơn nữa
14836317,0,ổ cứng tốt
14836317,1,chạy nhanh
14836317,2,khởi động win lên vèo vèo
14836317,3,sẽ mua thêm ổ 1tb để lưu trữ nữa!
19606470,0,hài lòng
19079982,0,nguyen seal
19079982,1,hàng rất ok!
18043163,0,giao hàng nhanh
18043163,1,sản phẩm sử dụng tốt
18043163,2,sẽ ủng hộ shop
19157171,0,sản phẩm xài khá ok chưa lỗi lầm gì
19157171,1,shop uy tín
16390064,0,ổ cứng hịn
16390064,1,giao hàng nhanh
16390064,2,lắp vào chạy mượt mà
16390064,3,giá cũng ưu đãi hơn những shop khác
16390064,4,sẽ còn ủng hộ shop thời gian tới
18522078,0,hàng tốt như hình
18522078,1,tốc độ full pci 4
18522078,3,phần mềm ss magician nhận được
17744129,0,tốc độ nhanh
16228853,0,vận chuyển cực nhanh
16228853,1,đặt hôm trc hôm sau giao luôn
16228853,2,hàng đúng mô tả
16228853,3,hộp nguyên seal luôn
16228853,4,sẽ mua lần sau nhe shop
18305262,0,hàng đúng mô tả
18305262,1,nguyên seal
16893637,0,hàng chất lượng
16893637,1,giá quá tốt trong phân khúc ổ cứng nvme
17154984,0,sản phẩm tốt
14031533,0,ok
14031533,1,ship nhanh
14031533,2,chạy trên pcie gen 4 x4 của z590
14031533,3,chip i9 11k90
14031533,4,ram bus 3200 được 65004800mbs
14031533,5,quá ngon
14061548,0,hàng chuẩn giao cực nhanh đặt chiều tối hôm 2312 mà trưa 2412 đã nhận đc rồi cám ơn shop!
18363510,0,đóng gói chắc chắn
18363510,1,chưa dùng thử nên chưa biết
16914295,0,đã nhận hàng
16914295,1,sản phẩm ok
16898256,0,xài ổn
16898256,1,nếu 1 thời gian đến mà vẫn ổn thì mình sẽ đánh giá lại 5 sao
17890394,0,ổ cứng ngon
17890394,1,tốc độ cao
17890394,2,giáo hàng nhanh
17890394,3,xịn
13453042,1,sau đó chạy benchmark thì thấy tốc độ đọc lên tới 6826mbs
13453042,2,không uổng giá tiền!
18762235,0,tốc độ cao
17727152,0,hàng ok
14146887,0,cài win 11 chưa đến 10 khởi động win chưa đến 10 muốn mua ổ 1tb nhưng ko có giao tikinow
15693561,0,giao hàng rất nhanh đóng gói cẩn thận
17582513,0,sản phẩm dùng ổn
17582513,1,hàng nhập khẩu
17364653,0,chát lượng sp ok
17364653,1,chạy rất ngon
13326346,0,nhận hàng nhanh để test xem đúng thông số ko
17595489,0,ngon bổ rẻ
10283784,0,samsung thì chất lượng nhất dòng chip nhớ rồi
10283784,1,không phải lăn tăn hàng chính hãng hay xách tay gì cả
13079755,0,hàng tốt
13079755,1,giá tốt
13079755,2,giao nhanh siêu tốc
13079755,3,đóng gói cẩn thận
13970899,0,ok
13970899,1,không vấn đề gì
12831897,0,chậm giao hàng cần nhanh hơn
9066274,0,hàng nguyên seal chất lượng đamr bảo hàng chính hãng sẽ ủng hộ shop
9056677,0,sản phẩm cũ
9056677,1,vỏ hộp thi hôi không chấp nhận được
11769730,0,đã sử dụng
11769730,1,rất tốt
11494551,0,đúng như ảnh mẫu
10805707,0,xài khá là ngon
10304471,0,good
17224475,0,về nhà phân phối đóng hàng kỹ! sản phẩm còn nguyên tem của nhà sản xuất!
17224475,1,về tiki sản phẩm giao nhanh cấp kỳ
17224475,2,tối 1h đặt hàng
17224475,3,sáng 9h hàng đã được giao đến tay người mua!
17224475,4,về sản phẩm sản phẩm được bảo hành 5 năm
17224475,5,ổ ssd samsung 980 nvme m
17224475,6,2 500gb là một sản phẩm đáng giá
17224475,7,chẩ lượng tốt
19381065,0,hàng mới nguyên seal
19381065,1,giá rẻ hơn nhiều nơi khác 1tr4
19381065,2,nếu được thì shop tặng kèm thêm ốc nhé
19381065,3,chứ mua xong về tháo máy ra lắp mới biết thiếu
18132899,0,hàng giao nhanh
18132899,1,còn nguyên tem
18132899,2,đúng chất lượng mẫu mã
18132899,3,tuy nhiên góp ý với shop nên kèm theo ốc tặng kèm thì sẽ tốt hơn với những bạn dùng main cũ không có ốc
18242163,0,ngon phết
18081184,0,tốc độ cao gần bằng thông số ghi trên bao bì
18081184,1,dung lượng lớn 500gb xài phủ phê
18081184,2,hàng còn mới nhưng ko biết có được bảo hành chính hãng ss hay ko
18221122,0,hàng nguyên seal
12839576,0,giá cực tốt
12839576,1,đợt này lại có tem dán bh của lagihitech
12839576,2,sẽ check bh theo số sn
12839576,3,giao hàng siêu tốc trong vòng 2h
16686293,0,em 1tb này sao mình làm đủ kiểu máy vẫn không nhận boot được
16686293,1,bios vẫn thấy ổ
16686293,2,em 512gb đợt trước cùng shop lên ngọt
16686293,3,không biết mang đến shop hỗ trợ đc ko
16686293,4,tks!
18235876,0,hàng ok
18235876,1,sản phẩm chất lượng
18235876,2,giao hàng chậm
18748873,0,chất lượng tốt
18748873,1,tốc độ cao hơn 3200mbs
18748873,2,gần tương đương với thông số nhà sản xuất công bố
16397432,0,test lên được 3100
16397432,1,xịn phết
16397432,2,có cái dạo này giao hàng chỗ mình bị sao ấy
16397432,3,34 đơn cứ kêu lên kho lấy
19459906,0,chưa gắn thử cơ mà hàng giao nhanh
19459906,1,đúng
19459906,2,còn nguyên seal thấy ok rồi nên cho shop 5 nhé
18783829,0,sản phẩm đúng mô tả
18783829,1,chất lượng rất tốt
18783829,2,đọc ghi nhanh đem lại cảm giác máy tính chạy mượt hơn trước rất nhiều
18147445,0,sản phẩm dùng tốt
18147445,1,tốc độ nhanh sau khi cài win thời gian boot chỉ tầm 78 s
18147445,2,shop tư vấn nhiệt tình
18296939,0,hàng nguyên seal
18296939,1,ok shop
19337163,0,ổ cứng đẹp
19337163,1,tốc độ nhanh
19337163,2,hàng nguyên seal
16435911,0,tốc độ khủng khiếp
16435911,1,nhanh hơn cả người yêu cũ trở mặt
18411842,0,hàng xịn xò chuẩn chỉ
18411842,1,tiki giao hàng thì siêu nhanh quá ổn luôn nha mọi người
17199230,0,giao hàng nhanh
17199230,1,đóng gói cẩn thận
17199230,2,chất lượng tốt
17199230,3,sẽ mua thêm nhiều sản phẩm của shop để ủng hộ
18210238,0,ổ cứng ssd ok
18210238,1,chạy mượt
18210238,2,dung lượng cũng đủ dùng cho các tựa game gta v
18210238,3,gow
18221519,0,đã nhận hàng
18221519,1,đóng gói chắc chắn có tem dán bảo hành giá ưng luôn
14118844,0,hàng chất lượng
14118844,1,vận chuyển nhanh gọn
14118844,2,laptop t không có ốc để cố định thanh ssd nên hơi khó lắp
19404374,0,giao hàng rất nhanh
19404374,1,hàng tốt
19404374,2,đọc ghi rất lẹ
13546367,0,sản phẩm chất lượng tốt
13546367,1,hàng nhập khẩu
13546367,2,tốc độ đọc ghi như mong đợi
13546367,3,nhanh hơn ssd mặc định trong máy rất nhiều
13546367,4,tiki giao hàng nhanh
17647315,0,mới gắn sử dụng thấy ok tốc độ tốt
17647315,1,nhưng không rỏ độ bền thế nào
18756519,0,ngon ngon
13767414,0,giáo hàng quá nhanh tiki ơi
13767414,1,đóng gói cẩn thận
13767414,2,chưa test
13767414,3,nhưng bảo hành 60 tháng thì cũng ok
18759272,0,san pham ok
18759272,1,chat lụog phai dung moi biet
19434040,0,sử dụng tốt hàng đúng mô tả
18878428,0,giao nhanh
18878428,1,hàng nguyên seal
18376922,0,nguyên seal
18376922,1,tốc độ đúng mô tả
18711034,0,nguyên seal ok tốt
18548835,0,tốc độ cao
18548835,1,giao hàng nhanh
18548835,2,đóng gói cẩn thận
18548835,3,fullbox
17930497,0,chính hãng samsung
17930497,1,hàng mới xài tốt
18269937,0,rat tot rat tot b rat tot rat tot b n rat tot l jrat tot x rat tot
18157063,0,chạy như điện
17600505,0,hàng tốt
17600505,1,speed ổn định
14758952,0,ổ dùng tốt
14758952,1,đóng gói tốt
18916063,0,giá tốt
13655818,0,giao hàng nhanh
13655818,1,đóng gói cẩn thận
18369700,0,sản phẩm tốt
18028433,0,hàng ổn khi nhận hàng
14381327,0,3 có vẻ là chính hãng
14381327,1,mình chưa check serial
14381327,2,mong shop kích hoạt bảo hành giúp mình
17756102,0,tốc độ cao
17756102,1,giá tốt
13479626,0,chính hãng samsung đầy đủ tem! đóng gói cẩn thận
17753216,0,giá tốt
17753216,1,tốc độ cao
14469462,0,sản phẩm tốt
14469462,1,giao hàng nhanh
14469462,2,cẩn thận
17663526,0,chất lượng tốt
17119104,1,laptop chạy nhanh hẳn
16644597,0,máy tính ko tích hợp được
17862381,0,ok
17494177,0,sp ưng ý
17673151,0,good
17371098,0,ok
17366066,0,ok
13708078,0,giao nhanh hàng tốt
16846346,0,rất ok
12072715,0,oke quá ạ
12072715,1,chúc shop đông khách
12072715,2,khi nào shop có hàng m2 8tb giá mềm ạ ?
12885184,0,máy chạy phà phà
12885184,1,start nhanh chưa tới 10s với máy i3 16gb ram
13874363,0,giao nhanh
13874363,1,chất lượng tốt cắm phát ăn ngay
13894035,0,hàng chính hãng
13894035,1,chất lượng như mô tả
14275008,0,sản phẩm tốt
14275008,1,giá cũng rất tốt
15951233,0,ok
13665697,0,chuẩn mới
13665697,1,giao hàng nhanh
12474903,0,hàng rất tốt
12474903,1,bảo hành qua số seri
13130813,0,tốc độ nhanh
13130813,1,ổn định
13878970,0,sản phẩm tốt
11340912,0,sản phẩm chính hãng
11340912,1,đúng như hình ảnh
11340912,2,5 sao
13503819,0,mới
13503819,1,chính hãng!
10766693,0,xài êm nhanh
13955280,0,sp rất ok
12679582,1,tốc độ nhanh
9763460,0,chất lượng tốt
9763460,1,hàng chính hãng chưa qua sử dụng
12008719,0,đúng mô tả
11240597,0,sài tốt
10789363,0,legit
19852144,0,chất lượng dịch vụ của shop và chất lượng của sản phẩm đều ở mức tối đa!
14569230,0,tiki now giao hàng nhanh
14569230,1,đúng hẹn như đã báo
14569230,2,hàng đóng gói tốt
14569230,3,ổ cứng ssd m2 được nhận dạng đầy đủ bởi samsung magician
14569230,4,tốc độ bench mark đúng như công bố 3529 mbs và 3332 mbs
16188130,0,giao nhanh
16188130,1,ổ quá chuẩn
15743926,0,hài lòng với sản phẩm
15743926,1,cảm ơn shop
17158310,0,dùng tốt không có vấn đề gì
14677238,0,970 evo best quality and performance ssd
13525311,0,đơn giản là tốt
9602803,0,ok
3086717,0,sản phẩm tốt
3086717,1,đúng chất lượng
3086717,2,giao hàng nhanh
3086717,3,đóng gói kỹ càng
17202108,0,ổ cứng hàng chuẩn samsung
17202108,1,check bằng phần mềm thấy chưa qua sử dụng
17202108,2,hình thức mới đẹp
17202108,3,tốc độ ok với pcie 4
17202108,4,nhưng xài ssd box có vẻ phải mua box hỗ trợ thunderbolt 4 mới hết được công suất
18296506,0,hàng dùng ngon test tốc độ hơn 3000 mbs cài win mượt mà
19058515,0,sản phẩm tốt đúng với mô tả
19058515,1,bảo hành tốt các chính sach liên quan đề tốt
19058515,2,không có gì để chê xứng đáng 10 điểm
19058515,3,10 điểm
19058515,4,xứng đáng bỏ tiền mua
18290380,0,hàng tốt
18290380,1,đã mua hơn 1 tuần
18290380,2,dùng không vấn đề gì
18290380,3,tới sẽ mua 2 cái nữa lắp full dùng
18290380,4,thank shop
17075980,0,hàng new và tốc độ kinh khủng khiếp trên main có pcie 4
17075980,2,giá cả ok
19040129,0,cắm máy chạy ngon lành không lỗi lầm
19040129,1,10 điểm
18250584,0,hàng chuẩn samsung
18250584,1,nhận đủ dung lượng
18250584,2,tốc độ của gen 4 nhanh cực kì
17140756,0,giao nhanh
17140756,1,hàng new 100
17298923,0,tiki giao hàng nhanh
17298923,1,rất thuận tiện cho tôi
17298923,2,đóng gói đảm bảo an toàn cho hàng hoá
17298923,3,sản phẩm tốt
17298923,4,đã lắp đặt chạy thử
16719840,0,giao nhanh
16719840,1,thử ổ speed như quảng cáo
16719840,2,con này load map tẹt ga
18202208,0,ok
18202208,1,nhìn thấy cũng đc
18202208,2,nhưng chưa test
18202208,3,dùng một thời gian mới biêt đc
18202208,4,thanks shop đã giao hàng nhanh
16166631,0,hàng tốt
16166631,1,đọc dc 6357ms rất sát nhà sx công bố
8949037,0,giao hàng nhanh
8949037,1,chỉ mất 2 ngày để nhận hàng ở đà nẵng
8949037,2,mình test tốc độ đọcghi rất ổn
8949037,3,trên dưới 3000mbs
8949037,4,tốc độ như vậy là vì mình dùng trên main chỉ có pcie 3
8949037,6,như vậy đã là rất ổn rồi
17307946,0,hàng xịn giao nhanh
17307946,1,giá tốt không có gì phàn nàn
17930460,0,hàng new đã mua nhiều từ lagi
18436815,0,tốc độ cao good đúng như nhà sản xuất công khai
17930506,0,chính hãng samsung xài tốt
18046342,0,chất lượng tốt
18382446,0,ok
17977156,0,tốc độ như mô tả
17501213,0,mượt
14058312,0,nhanh như tốc độ lý thuyết
14058312,1,thích hợp cài windows
17163812,0,ok
8559024,0,tốt trong tầm giá
8559024,1,có điều tốc độ ghi không cao như quảng cáo
10806791,0,dùng ổn!
19817694,0,hàng chính hàng
19817694,1,có võ hộp đàng hoàng
19817694,2,đóng gói cẩn thận
19817694,3,giao hàng
19817694,4,kết quả benchmark giống thông tin đã công bố
18446235,0,ssd samsung is superior in performance cause of its support software samsung magician
18446235,1,long lasting and superfast compared to the oem ssd
18446235,2,fast shipping
18446235,3,reliable seller
9071038,0,sản phẩm tốt
9071038,1,đúng thông tin mô tả trên sản web tiki nhờ tiki tư vấn cách thức bảo hành đối với sản phẩm ở cứng ssd để khi cần có thể thực hiện
18946806,0,chuẩn hàng samsung tốc độ tên lửa
18946806,1,cho shop 5 sao
13968361,0,sản phẩm giống mô tả
13968361,1,hàng samsung sử dụng ổn
13968361,2,chất lượng không bàn cãi
13968361,3,dòng pro sẽ tốt hơn
19543070,0,sản phẩm đúng như mô tả
15320838,0,hàng đẹp
15320838,1,chất lượng nhưng gói sơ xài
15320838,2,không có xốp để móp méo cả hộp
18864177,0,giao đúng sản phẩm như quảng cáo
18864177,1,nhân viên tư vấn nhiệt tâm
18864177,2,độ bền phải để thời gian kiểm chứng!
19652661,0,tốc độ đọc ghi
19652661,1,sản phẩm samsung uy tín
19568284,0,đẹp
14959026,0,chưa sài nhưng chắc mạnh
19045976,0,không hài lòng với kiểu kinh doanh miễn bán được hàng và lấy được tiền
19626187,0,chính hãng
18526767,0,quá xịn
18029314,0,sản phẩm tốt
18029314,1,đóng gói
18029314,2,giao hàng rất ok! dùng rất tốt không có vấn dêd gì phát sinh
16011232,0,sản phẩm hoạt động tốt
16011232,1,lắp vào box orico xài ổn
6124743,0,hàng chuẩn
6124743,1,chỉ có điều là con này nó không kèm ốc để bắt vít vào main
6124743,2,mất công hôm sau lại phải chạy ra hàng linh kiện để xin ốc vặn
6124743,3,cần note rõ trên mô tả để lúc mua còn chuẩn bị
15173482,0,sản phẩm chất lượng
15173482,1,giá tốt
15173482,2,giao hàng nhanh
14696997,0,đã nhận dc hàng đóng gói ok
14696997,1,kiểm tra thấy tốc độ ok
14696997,2,chạy tốt
14696997,3,mua lần thứ 5 ở shop rùi
