MasterID,ID,Text,AspectTerms,AspectPolarities,AspectCategories,CategoryPolarities
33085669#409731,0,"The atmosphere takes you to that place, the place many dream of.","['place', 'atmosphere', 'place many dream']","{'place': 'positive', 'atmosphere': 'positive', 'place many dream': 'positive'}",['service'],{'service': 'neutral'}
33085669#409731,1,Whether your choose the iced blended mocha or the hot white mocha you are sure to be extremely happy.,"['mocha', 'iced', 'hot white mocha']","{'mocha': 'positive', 'iced': 'positive', 'hot white mocha': 'positive'}",['price'],{'price': 'neutral'}
33085669#409731,2,Sit back in one of those comfortable chairs.,"['comfortable chairs', 'sit']","{'comfortable chairs': 'positive', 'sit': 'positive'}",['ambience'],{'ambience': 'neutral'}
33085669#409731,3,You will be very happy with the experience.,['experience'],{'experience': 'positive'},['price'],{'price': 'neutral'}
33085939#758010,0,"While there's a decent menu, it shouldn't take ten minutes to get your drinks and 45 for a dessert pizza.","['dessert pizza', 'minutes', 'drinks', 'decent menu']","{'dessert pizza': 'neutral', 'minutes': 'neutral', 'drinks': 'neutral', 'decent menu': 'neutral'}",['food'],{'food': 'neutral'}
33085939#758010,1,We ended up having to just leave because we were essentially being ignored by the wait staff--even though the rest of the restaurant was largely empty.,"['wait staff', 'rest', 'restaurant']","{'wait staff': 'neutral', 'rest': 'neutral', 'restaurant': 'neutral'}",['service'],{'service': 'neutral'}
33106326#864352,0,their dinner specials are fantastic.,['dinner specials'],{'dinner specials': 'positive'},['price'],{'price': 'neutral'}
33106326#864352,1,"for about eleven bucks you get a gigantic burrito (or tacos), margarita, and dessert.","['eleven bucks', 'dessert', 'gigantic burrito', 'tacos']","{'eleven bucks': 'neutral', 'dessert': 'neutral', 'gigantic burrito': 'neutral', 'tacos': 'neutral'}",['ambience'],{'ambience': 'neutral'}
33106326#864352,2,perfect for a quick meal.,"['quick meal', 'perfect']","{'quick meal': 'positive', 'perfect': 'positive'}",['ambience'],{'ambience': 'neutral'}
33507331#1177339,0,"It doesn't look like much on the outside, but the minute you walk inside, it's a whole other atmosphere.","['minute', 'whole other atmosphere']","{'minute': 'neutral', 'whole other atmosphere': 'neutral'}",['food'],{'food': 'neutral'}
33507331#1177339,1,I absolutely suggest this place.,['place'],{'place': 'positive'},['service'],{'service': 'neutral'}
34109476#402765,0,Bobb V's is a great place to take your Friends and Family!,"['great place', 'friends', 'bobb v']","{'great place': 'positive', 'friends': 'positive', 'bobb v': 'positive'}",['price'],{'price': 'neutral'}
35084984#412657,0,I went to Common Stock for brunch and I was so impressed.,"['brunch', 'common stock']","{'brunch': 'positive', 'common stock': 'positive'}",['food'],{'food': 'neutral'}
35084984#412657,1,My friend had a burger and I had these wonderful blueberry pancakes.,"['friend', 'wonderful blueberry pancakes', 'burger']","{'friend': 'positive', 'wonderful blueberry pancakes': 'positive', 'burger': 'positive'}",['miscellaneous'],{'miscellaneous': 'neutral'}
35084984#412657,2,We were so happy with our food and were even more thrilled when we saw the bill.,"['food', 'bill']","{'food': 'positive', 'bill': 'positive'}",['food'],{'food': 'positive'}
35084984#412657,3,I would definitely come back to this restaurant.,['restaurant'],{'restaurant': 'neutral'},['service'],{'service': 'neutral'}
35158410#1207085,0,They bring a sauce cart up to your table and offer you up to 7 or 8 choices of sauces for your steak (I tried them ALL).,"['steak', 'sauces', 'sauce cart', 'choices', 'all', 'offer', 'table']","{'steak': 'neutral', 'sauces': 'neutral', 'sauce cart': 'neutral', 'choices': 'neutral', 'all': 'neutral', 'offer': 'neutral', 'table': 'neutral'}",['price'],{'price': 'neutral'}
35158410#1207085,1,The service was on point - what else you would expect from a Ritz?,"['point', 'service', 'ritz']","{'point': 'neutral', 'service': 'neutral', 'ritz': 'neutral'}",['ambience'],{'ambience': 'neutral'}
35158410#1207085,2,Dessert was also to die for!,['dessert'],{'dessert': 'neutral'},['food'],{'food': 'neutral'}
35158451#1089920,0,I wasn't impressed and it wasn't SPICEY????,['spicey'],{'spicey': 'positive'},['food'],{'food': 'neutral'}
35158451#1089920,1,The quality of the meat was on par with your local grocery store.,"['quality', 'meat', 'par', 'local grocery store']","{'quality': 'neutral', 'meat': 'neutral', 'par': 'neutral', 'local grocery store': 'neutral'}",['service'],{'service': 'neutral'}
35160930#774531,0,"I've been coming here regularly since it opened, about 2 years ago.",['years'],{'years': 'neutral'},['price'],{'price': 'neutral'}
35160930#774531,1,"There are numerous shavue restaurants in LA, but few out here.","['la', 'numerous shavue restaurants']","{'la': 'neutral', 'numerous shavue restaurants': 'neutral'}",['ambience'],{'ambience': 'neutral'}
35170181#0,0,Service is known for bending over backwards to make everyone happy.,"['service', 'backwards', 'everyone']","{'service': 'positive', 'backwards': 'positive', 'everyone': 'positive'}",['food'],{'food': 'neutral'}
35170181#0,1,"Dishes denoted as ""Roy's Classics"" (marked on the menu with asterisks) are tried-and-true recipes, such as macadamia-crusted mahi mahi, or subtly sweet honey-mustard beef short ribs.","['dishes', 'asterisks', 'tried-and-true recipes', 'roy', 'menu', 'macadamia-crusted mahi mahi', 'classics', 'sweet honey-mustard beef short ribs']","{'dishes': 'positive', 'asterisks': 'positive', 'tried-and-true recipes': 'positive', 'roy': 'positive', 'menu': 'positive', 'macadamia-crusted mahi mahi': 'positive', 'classics': 'positive', 'sweet honey-mustard beef short ribs': 'positive'}",['price'],{'price': 'neutral'}
35170181#0,2,"The best dessert, a chocolate and peanut butter tart, isn't particularly Hawaiian, but it's a small world when it comes to sweets.","['small world', 'dessert', 'peanut butter tart', 'sweets', 'chocolate']","{'small world': 'positive', 'dessert': 'positive', 'peanut butter tart': 'positive', 'sweets': 'positive', 'chocolate': 'positive'}",['food'],{'food': 'neutral'}
35171678#484493,0,"the dinner menu offers a variety of great entrees, including fresh seafood and huge steaks, there's also a couple of non-meat alternatives.","['huge steaks', 'non-meat alternatives', 'fresh seafood', 'dinner menu', 'couple', 'variety', 'great entrees']","{'huge steaks': 'positive', 'non-meat alternatives': 'positive', 'fresh seafood': 'positive', 'dinner menu': 'positive', 'couple': 'positive', 'variety': 'positive', 'great entrees': 'positive'}",['price'],{'price': 'neutral'}
35171678#484493,1,"everything is scrumptious, from the excellent service by cute waitresses, to the extremely lush atmosphere.","['excellent service', 'cute waitresses', 'everything']","{'excellent service': 'positive', 'cute waitresses': 'positive', 'everything': 'positive'}",['ambience'],{'ambience': 'neutral'}
35171678#484493,2,"they really provide a relaxing, laid-back atmosphere.","['relaxing', 'laid-back atmosphere']","{'relaxing': 'positive', 'laid-back atmosphere': 'positive'}",['miscellaneous'],{'miscellaneous': 'neutral'}
35177381#521555,0,"I came to fresh expecting a great meal, and all I got was marginally so-so food served in a restaurant that was just so freezing we couldn't enjoy eating.","['so-so food', 'restaurant', 'great meal']","{'so-so food': 'positive', 'restaurant': 'positive', 'great meal': 'positive'}",['food'],{'food': 'positive'}
35177381#521555,1,"Our waitress had apparently never tried any of the food, and there was no one to recommend any wine.","['waitress', 'wine', 'one', 'food']","{'waitress': 'neutral', 'wine': 'neutral', 'one': 'neutral', 'food': 'neutral'}",['service'],{'service': 'neutral'}
35177381#521555,2,"There was a heat problem to boot, so it was about 40 degrees in the restaurant -- we had to request to uncheck our coats!","['restaurant', 'coats', 'degrees', 'heat problem', 'boot']","{'restaurant': 'neutral', 'coats': 'neutral', 'degrees': 'neutral', 'heat problem': 'neutral', 'boot': 'neutral'}",['service'],{'service': 'neutral'}
35177381#521555,3,"The halibut cheek appetizer came with a generous portion of foie gras, but that's about the only positive thing I can say about the meal.","['halibut cheek appetizer', 'foie gras', 'meal', 'only positive thing', 'generous portion']","{'halibut cheek appetizer': 'positive', 'foie gras': 'positive', 'meal': 'positive', 'only positive thing': 'positive', 'generous portion': 'positive'}",['ambience'],{'ambience': 'neutral'}
35196520#758440,0,The traditional Italian items are great - cheap and served in a cozy setting.,"['cheap', 'traditional italian items', 'cozy setting']","{'cheap': 'positive', 'traditional italian items': 'positive', 'cozy setting': 'positive'}",['miscellaneous'],{'miscellaneous': 'neutral'}
35196520#758440,1,"Perfectly al dente pasta, not drowned in sauce -- generous portions.","['sauce', 'al dente pasta', 'generous portions']","{'sauce': 'positive', 'al dente pasta': 'positive', 'generous portions': 'positive'}",['price'],{'price': 'neutral'}
35196520#758440,2,We enjoyed ourselves thoroughly and will be going back for the desserts ....,['desserts'],{'desserts': 'positive'},['service'],{'service': 'neutral'}
35196527#481646,0,"My Chelsea's impressive and creative menu includes modern, Westernized Japanese dishes such as Foie Gras Unagi Napolean, Jap style hamburger steak, spicy cod roe spaghetti, black cod with miso base, and rack of lamb in black truffle sauce, to name a few.","['lamb', 'chelsea', 'miso base', 'rack', 'black truffle sauce', 'creative menu', 'spicy cod roe spaghetti', 'westernized japanese dishes', 'black cod', 'jap style hamburger steak', 'foie gras unagi napolean']","{'lamb': 'neutral', 'chelsea': 'neutral', 'miso base': 'neutral', 'rack': 'neutral', 'black truffle sauce': 'neutral', 'creative menu': 'neutral', 'spicy cod roe spaghetti': 'neutral', 'westernized japanese dishes': 'neutral', 'black cod': 'neutral', 'jap style hamburger steak': 'neutral', 'foie gras unagi napolean': 'neutral'}",['price'],{'price': 'neutral'}
35196527#481646,1,Desserts are almost incredible: my personal favorite is their Tart of the Day.,"['tart', 'personal favorite', 'day', 'desserts']","{'tart': 'positive', 'personal favorite': 'positive', 'day': 'positive', 'desserts': 'positive'}",['ambience'],{'ambience': 'neutral'}
35196527#481646,2,"Good service, great food, good value, and never have to wait in line!","['great food', 'line', 'good service', 'good value']","{'great food': 'positive', 'line': 'positive', 'good service': 'positive', 'good value': 'positive'}",['price'],{'price': 'neutral'}
35196527#481646,3,It's worthwhile to take a cab to Chelsea just for an awesome dinner at My Chelsea.,"['cab', 'awesome dinner', 'chelsea', 'my chelsea']","{'cab': 'positive', 'awesome dinner': 'positive', 'chelsea': 'positive', 'my chelsea': 'positive'}",['food'],{'food': 'neutral'}
35390148#588852,0,"I got the opportunity to dine at your establishment again a few weeks ago, I was in your upstrairs dining area.","['upstrairs dining area', 'establishment', 'opportunity', 'few weeks']","{'upstrairs dining area': 'negative', 'establishment': 'negative', 'opportunity': 'negative', 'few weeks': 'negative'}",['service'],{'service': 'neutral'}
35390148#588852,1,The portions of the food that came out were mediocre.,"['mediocre', 'portions', 'food']","{'mediocre': 'negative', 'portions': 'negative', 'food': 'negative'}",['price'],{'price': 'neutral'}
35390148#588852,2,How can hope to stay in business with service like this?,"['business', 'service']","{'business': 'neutral', 'service': 'neutral'}",['miscellaneous'],{'miscellaneous': 'neutral'}
35390182#756337,0,My wife I lived on the west side and found this while visiting firends on the UES.,"['west side', 'ues', 'firends', 'wife']","{'west side': 'neutral', 'ues': 'neutral', 'firends': 'neutral', 'wife': 'neutral'}",['miscellaneous'],{'miscellaneous': 'neutral'}
35390182#756337,1,"We love it, and took buses and cabs to get there.","['cabs', 'buses']","{'cabs': 'positive', 'buses': 'positive'}",['food'],{'food': 'neutral'}
35390182#756337,2,Now we moved out of the state and every visit to NYC includes a stop here.,"['nyc', 'stop', 'state', 'visit']","{'nyc': 'neutral', 'stop': 'neutral', 'state': 'neutral', 'visit': 'neutral'}",['service'],{'service': 'neutral'}
35390182#756337,3,"BEST spicy tuna roll, great asian salad.","['great asian salad', 'best spicy tuna roll']","{'great asian salad': 'positive', 'best spicy tuna roll': 'positive'}",['service'],{'service': 'neutral'}
35390182#756337,4,Try the rose roll (not on menu).,"['roll', 'menu']","{'roll': 'positive', 'menu': 'positive'}",['ambience'],{'ambience': 'neutral'}
35390182#756337,5,Feels like family when we go there.,"['family', 'feels']","{'family': 'neutral', 'feels': 'neutral'}",['miscellaneous'],{'miscellaneous': 'neutral'}
35391416#500259,0,We spent so much time getting elbowed around while we waited we left.,['much time'],{'much time': 'neutral'},['food'],{'food': 'neutral'}
35391416#500259,1,Make more tables- perhaps a rooftop bar?,"['make', 'rooftop bar']","{'make': 'positive', 'rooftop bar': 'positive'}",['service'],{'service': 'neutral'}
35393630#1095759,0,We had our Christmas party at Dos Caminos and it was wonderful.,"['christmas party', 'dos caminos']","{'christmas party': 'positive', 'dos caminos': 'positive'}",['service'],{'service': 'neutral'}
35393630#1095759,1,"the homemade Guacamole, the unbelievable entree, and thee most amazing deserts.","['homemade guacamole', 'unbelievable entree', 'amazing deserts']","{'homemade guacamole': 'positive', 'unbelievable entree': 'positive', 'amazing deserts': 'positive'}",['ambience'],{'ambience': 'neutral'}
35393630#1095759,2,If you are a Tequila fan you will not be disappointed.,['tequila fan'],{'tequila fan': 'negative'},['miscellaneous'],{'miscellaneous': 'neutral'}
35393632#1591698,0,Bring your date and a bottle of wine!,"['wine', 'bottle', 'date']","{'wine': 'neutral', 'bottle': 'neutral', 'date': 'neutral'}",['food'],{'food': 'neutral'}
35393632#1591698,1,"Tables are close, so you better be comfortable bumping elbows with other patrons.","['elbows', 'other patrons', 'tables']","{'elbows': 'positive', 'other patrons': 'positive', 'tables': 'positive'}",['service'],{'service': 'neutral'}
35393632#1591698,2,The food was as creative as the decor and both worked.,"['decor', 'food']","{'decor': 'positive', 'food': 'positive'}",['price'],{'price': 'neutral'}
35393632#1591698,3,The help was extremely nice and did not rush us.,['help'],{'help': 'positive'},['ambience'],{'ambience': 'neutral'}
35393632#1591698,4,"Only suggestion is that you skip the dessert, it was overpriced and fell short on taste.","['taste', 'dessert', 'suggestion']","{'taste': 'neutral', 'dessert': 'neutral', 'suggestion': 'neutral'}",['ambience'],{'ambience': 'neutral'}
35393743#526051,0,I read about this place in Time Out magazine.,"['place', 'time out magazine']","{'place': 'neutral', 'time out magazine': 'neutral'}",['miscellaneous'],{'miscellaneous': 'neutral'}
35393743#526051,1,It's a great find in Astoria.,"['great find', 'astoria']","{'great find': 'positive', 'astoria': 'positive'}",['food'],{'food': 'neutral'}
35397104#0,0,"Sandwiches, burgers and salads, like the lemon-dressed cobb, are classic successes.","['lemon-dressed cobb', 'sandwiches', 'classic successes', 'burgers', 'salads']","{'lemon-dressed cobb': 'positive', 'sandwiches': 'positive', 'classic successes': 'positive', 'burgers': 'positive', 'salads': 'positive'}",['price'],{'price': 'neutral'}
35509422#0,0,"Hip boutiques and bars on Ludlow add to the artsy, laid-back atmosphere at this Israeli-style takeout and eat-in burger joint.","['israeli-style takeout', 'hip boutiques', 'artsy', 'eat-in burger joint', 'laid-back atmosphere', 'bars', 'ludlow add']","{'israeli-style takeout': 'neutral', 'hip boutiques': 'neutral', 'artsy': 'neutral', 'eat-in burger joint': 'neutral', 'laid-back atmosphere': 'neutral', 'bars': 'neutral', 'ludlow add': 'neutral'}",['miscellaneous'],{'miscellaneous': 'neutral'}
35509422#0,1,"Young neighborhood trendies graze at the counter during the day, while chic, art-house drinkers with heavy doses of the munchies pile in late at night.","['young neighborhood trendies', 'munchies', 'night', 'counter', 'heavy doses', 'art-house drinkers', 'day']","{'young neighborhood trendies': 'negative', 'munchies': 'negative', 'night': 'negative', 'counter': 'negative', 'heavy doses': 'negative', 'art-house drinkers': 'negative', 'day': 'negative'}",['service'],{'service': 'neutral'}
35509422#0,2,"A small, outdoor eating area makes for a private, comfortable space to study alone or meet up with friends.","['comfortable space', 'friends', 'outdoor eating area']","{'comfortable space': 'neutral', 'friends': 'neutral', 'outdoor eating area': 'neutral'}",['food'],{'food': 'neutral'}
35509422#0,3,"Generously garnished, organic grilled burgers are the most popular dish, but the Jerusalem market-style falafel wraps and Mediterranean salads--layered with beets, goat cheese and walnuts--are equally scrumptious.","['walnuts', 'beets', 'jerusalem market-style falafel wraps', 'mediterranean salads', 'burgers', 'goat cheese', 'popular dish']","{'walnuts': 'positive', 'beets': 'positive', 'jerusalem market-style falafel wraps': 'positive', 'mediterranean salads': 'positive', 'burgers': 'positive', 'goat cheese': 'positive', 'popular dish': 'positive'}",['service'],{'service': 'neutral'}
35509422#0,4,"Meat-phobes are in luck with the extraordinary veggie burger, made from a distinctive blend of chickpeas, carrots and other vegetables and spices.","['other vegetables', 'luck', 'chickpeas', 'meat-phobes', 'extraordinary veggie burger', 'carrots', 'distinctive blend', 'spices']","{'other vegetables': 'positive', 'luck': 'positive', 'chickpeas': 'positive', 'meat-phobes': 'positive', 'extraordinary veggie burger': 'positive', 'carrots': 'positive', 'distinctive blend': 'positive', 'spices': 'positive'}",['price'],{'price': 'neutral'}
35668126#536759,0,I am surprised at the lower reviews because it is definitely better than other places I have tried with higher ratings.,"['other places', 'reviews', 'ratings']","{'other places': 'positive', 'reviews': 'positive', 'ratings': 'positive'}",['ambience'],{'ambience': 'neutral'}
35668126#536759,1,Maybe the secret was that we went on a Sunday night and everything was great.,"['sunday night', 'everything', 'secret']","{'sunday night': 'positive', 'everything': 'positive', 'secret': 'positive'}",['miscellaneous'],{'miscellaneous': 'neutral'}
35668126#536759,2,"The food was extremely tasty, creatively presented and the wine excellent.","['wine excellent', 'food']","{'wine excellent': 'positive', 'food': 'positive'}",['food'],{'food': 'positive'}
35668126#536759,3,Dug the blue bar area too.,"['blue bar area', 'dug']","{'blue bar area': 'neutral', 'dug': 'neutral'}",['ambience'],{'ambience': 'neutral'}
35668286#0,0,"In Short The Black Sheep distinguishes itself from the Midtown pub herd with a look that's a mix of sports-bar butch and ornate kitsch. ""","['look', 'mix', 'kitsch.', 'midtown pub herd', 'sports-bar butch', 'short', 'black sheep']","{'look': 'neutral', 'mix': 'neutral', 'kitsch.': 'neutral', 'midtown pub herd': 'neutral', 'sports-bar butch': 'neutral', 'short': 'neutral', 'black sheep': 'neutral'}",['price'],{'price': 'neutral'}
35668286#0,1,"The menu includes pub fare--burgers, steaks and shepherds pie--and even a portabella lasagna for those black sheep known as ""vegetarians.","['pub fare', 'steaks', 'vegetarians', 'menu', 'portabella lasagna', 'burgers', 'shepherds pie']","{'pub fare': 'negative', 'steaks': 'negative', 'vegetarians': 'negative', 'menu': 'negative', 'portabella lasagna': 'negative', 'burgers': 'negative', 'shepherds pie': 'negative'}",['ambience'],{'ambience': 'neutral'}
35670845#1650649,0,"And all the [female] servers are cute too, which is always nice.",['[ female ] servers'],{'[ female ] servers': 'neutral'},['ambience'],{'ambience': 'neutral'}
35682567#1590699,0,The portions are very large and the service is fantastic!!,"['service', 'portions']","{'service': 'positive', 'portions': 'positive'}",['food'],{'food': 'neutral'}
35682567#1590699,1,I recomend the chicken milanese.,['chicken milanese'],{'chicken milanese': 'negative'},['service'],{'service': 'neutral'}
35692932#1064131,0,and the owner is simply lovely and friendly.,['owner'],{'owner': 'positive'},['price'],{'price': 'neutral'}
35692932#1064131,1,the teas are great and all the sweets are homemade.,"['sweets', 'teas']","{'sweets': 'positive', 'teas': 'positive'}",['ambience'],{'ambience': 'neutral'}
35693081#540596,0,Intimate but charming interior with extremely friendly and attentive service.,"['attentive service', 'intimate']","{'attentive service': 'positive', 'intimate': 'positive'}",['miscellaneous'],{'miscellaneous': 'neutral'}
35693081#540596,1,"The food is all-around good, with the rolls usually excellent and the sushi/sashimi not quite on the same level.","['same level', 'sushi/sashimi', 'rolls', 'food']","{'same level': 'positive', 'sushi/sashimi': 'positive', 'rolls': 'positive', 'food': 'positive'}",['food'],{'food': 'positive'}
35693081#540596,2,(The sashimi is cut a little thinly. ),['sashimi'],{'sashimi': 'negative'},['service'],{'service': 'neutral'}
35693081#540596,3,"It's not the best Japanese restaurant in the East Village, but it's a pretty solid one for its modest prices, and worth repeat visits.","['japanese restaurant', 'modest prices', 'east village', 'worth repeat visits']","{'japanese restaurant': 'positive', 'modest prices': 'positive', 'east village': 'positive', 'worth repeat visits': 'positive'}",['price'],{'price': 'positive'}
35693083#822138,0,"Not because I was pregnant, but the food here is always delicious.",['food'],{'food': 'positive'},['price'],{'price': 'neutral'}
35693083#822138,1,Being Puerto Rican I know a thing or two about flan and this place serves one of the best (I hope Mom doesn't read this!,"['flan', 'place', 'mom', 'thing']","{'flan': 'positive', 'place': 'positive', 'mom': 'positive', 'thing': 'positive'}",['miscellaneous'],{'miscellaneous': 'neutral'}
35693083#822138,2,).,[],{},['food'],{'food': 'neutral'}
35693136#561234,0,"This bar has it all - great drinks, cool atmosphere, excellent service and delicious food.","['bar', 'great drinks', 'excellent service', 'cool', 'delicious food']","{'bar': 'positive', 'great drinks': 'positive', 'excellent service': 'positive', 'cool': 'positive', 'delicious food': 'positive'}",['food'],{'food': 'positive'}
35693136#561234,1,"If you're lucky and there's not a private party going on back there, you'll get a chance to really chill out.","['chance', 'private party']","{'chance': 'positive', 'private party': 'positive'}",['price'],{'price': 'neutral'}
35693214#539116,0,I have to say the place was awesome.,['place'],{'place': 'positive'},['price'],{'price': 'neutral'}
35693214#539116,1,The steak melted in my mouth.,"['mouth', 'steak']","{'mouth': 'neutral', 'steak': 'neutral'}",['miscellaneous'],{'miscellaneous': 'neutral'}
35693216#1233439,0,I went there with a few friends and will return.,['few friends'],{'few friends': 'negative'},['food'],{'food': 'neutral'}
35693216#1233439,1,"The happy hour is so cheap, but that does not reflect the service or the atmosphere.","['service', 'happy hour', 'atmosphere']","{'service': 'positive', 'happy hour': 'positive', 'atmosphere': 'positive'}",['service'],{'service': 'positive'}
35693216#1233439,2,"To the owners; good job guys, this place is a keeper!","['keeper', 'place', 'owners', 'good job guys']","{'keeper': 'positive', 'place': 'positive', 'owners': 'positive', 'good job guys': 'positive'}",['price'],{'price': 'neutral'}
35695422#1464305,0,"After reading the great reviews, I invited a die-hard downtown friend of mine to join me at TASTE.","['mine', 'taste', 'great reviews', 'die-hard downtown friend']","{'mine': 'positive', 'taste': 'positive', 'great reviews': 'positive', 'die-hard downtown friend': 'positive'}",['food'],{'food': 'neutral'}
35695422#1464305,1,What a pleasant surprise!,['pleasant surprise'],{'pleasant surprise': 'positive'},['miscellaneous'],{'miscellaneous': 'neutral'}
35695422#1464305,2,"The wine list was superb, our tapas delightful, and the quiet atmosphere perfect for good conversation.","['quiet atmosphere perfect', 'tapas delightful', 'wine list', 'good conversation']","{'quiet atmosphere perfect': 'positive', 'tapas delightful': 'positive', 'wine list': 'positive', 'good conversation': 'positive'}",['food'],{'food': 'neutral'}
35695422#1464305,3,We started with the scallops and asparagus and also had the soft shell crab as well as the cheese plate.,"['soft shell crab', 'asparagus', 'scallops', 'cheese plate']","{'soft shell crab': 'neutral', 'asparagus': 'neutral', 'scallops': 'neutral', 'cheese plate': 'neutral'}",['service'],{'service': 'neutral'}
35695422#1464305,4,I came again weeks later with my boyfriend and again had a very nice experience.,"['boyfriend', 'nice experience', 'weeks']","{'boyfriend': 'positive', 'nice experience': 'positive', 'weeks': 'positive'}",['price'],{'price': 'neutral'}
35695422#1464305,5,I'm looking forward to going back soon and eventually trying most everything on the menu!,"['menu', 'forward', 'everything']","{'menu': 'positive', 'forward': 'positive', 'everything': 'positive'}",['miscellaneous'],{'miscellaneous': 'neutral'}
35698240#574381,0,I have eaten here several times before attending an afternoon performance.,"['several times', 'afternoon performance']","{'several times': 'neutral', 'afternoon performance': 'neutral'}",['miscellaneous'],{'miscellaneous': 'neutral'}
35698240#574381,1,Owner is pleasant and entertaining.,['owner'],{'owner': 'positive'},['food'],{'food': 'neutral'}
35698240#574381,2,"Give it a try, menu is typical French but varied.","['menu', 'try']","{'menu': 'neutral', 'try': 'neutral'}",['service'],{'service': 'neutral'}
35698333#556353,0,"excellent tapas at great prices, romantic, small but not overly crowed, excellent","['excellent tapas', 'great prices']","{'excellent tapas': 'positive', 'great prices': 'positive'}",['food'],{'food': 'neutral'}
35698351#821341,0,this is still one of my most favorite restaurants in the area the food is inexpensive but very good (kimono shrimp special was excellent) and has a great atmosphere.,"['favorite restaurants', 'shrimp special', 'area', 'food', 'great atmosphere']","{'favorite restaurants': 'positive', 'shrimp special': 'positive', 'area': 'positive', 'food': 'positive', 'great atmosphere': 'positive'}",['ambience'],{'ambience': 'neutral'}
35698351#821341,1,Can be a bit busy around peak times because of the size.,"['peak times', 'bit', 'size']","{'peak times': 'neutral', 'bit': 'neutral', 'size': 'neutral'}",['food'],{'food': 'neutral'}
35700731#1595671,0,I went to Kitchenette this weekend for brunch.,"['brunch', 'kitchenette', 'weekend']","{'brunch': 'neutral', 'kitchenette': 'neutral', 'weekend': 'neutral'}",['food'],{'food': 'neutral'}
35700731#1595671,1,The place is absolutely adorable and the food is delicious.,"['place', 'food']","{'place': 'positive', 'food': 'positive'}",['service'],{'service': 'neutral'}
35700731#1595671,2,"However, the service is absolutely horrible.",['service'],{'service': 'negative'},['price'],{'price': 'neutral'}
35700989#574718,0,"The waitstaff is solicitous and friendly and always seems glad to see us, and the food is wonderful, if not stunningly creative.","['waitstaff', 'food']","{'waitstaff': 'positive', 'food': 'positive'}",['ambience'],{'ambience': 'neutral'}
35700989#574718,1,I'm in love with the lobster ravioli!,"['love', 'lobster ravioli']","{'love': 'positive', 'lobster ravioli': 'positive'}",['miscellaneous'],{'miscellaneous': 'neutral'}
35700989#574718,2,"We recently spent New Year's Eve at the restaurant, and had a great experience, from the wine to the dessert menu.","['dessert menu', 'new year', 'restaurant', 'wine', 'great experience', 'eve']","{'dessert menu': 'positive', 'new year': 'positive', 'restaurant': 'positive', 'wine': 'positive', 'great experience': 'positive', 'eve': 'positive'}",['food'],{'food': 'neutral'}
35701421#583735,0,"This place is classy, chic, the service is warm and hospitable, and the food is outstanding.","['place', 'service', 'food']","{'place': 'positive', 'service': 'positive', 'food': 'positive'}",['service'],{'service': 'positive'}
35701425#1155856,0,How have I never been to Agave before?,[],{},['price'],{'price': 'neutral'}
35701425#1155856,1,My friend told me about this restaurant for a year before he finally took me this weekend.,"['year', 'friend', 'restaurant', 'weekend']","{'year': 'neutral', 'friend': 'neutral', 'restaurant': 'neutral', 'weekend': 'neutral'}",['ambience'],{'ambience': 'neutral'}
35701425#1155856,2,I had to wait for my friend at the bar for a few minutes,"['few minutes', 'bar', 'friend']","{'few minutes': 'negative', 'bar': 'negative', 'friend': 'negative'}",['service'],{'service': 'neutral'}
35703223#626682,0,"This place has beautiful sushi, and it's delicious CHEAP.","['place', 'delicious cheap', 'sushi']","{'place': 'positive', 'delicious cheap': 'positive', 'sushi': 'positive'}",['food'],{'food': 'neutral'}
35703223#626682,1,It also has lots of other Korean dishes that are affordable and just as yummy.,"['other korean dishes', 'yummy', 'lots']","{'other korean dishes': 'negative', 'yummy': 'negative', 'lots': 'negative'}",['service'],{'service': 'neutral'}
35704115#614067,0,"Wonderful menu, warm inviting ambiance, great service the FOOD keeps me coming back!","['food keeps', 'warm inviting ambiance', 'wonderful menu', 'great service']","{'food keeps': 'positive', 'warm inviting ambiance': 'positive', 'wonderful menu': 'positive', 'great service': 'positive'}",['service'],{'service': 'positive'}
35708055#673129,0,Didn't seem like any effort was made to the display and quality of the food.,"['effort', 'display', 'did', 'food', 'quality']","{'effort': 'neutral', 'display': 'neutral', 'did': 'neutral', 'food': 'neutral', 'quality': 'neutral'}",['food'],{'food': 'neutral'}
35708055#673129,1,Could have had better for 1/3 the price in Chinatown.,"['price', 'chinatown']","{'price': 'positive', 'chinatown': 'positive'}",['miscellaneous'],{'miscellaneous': 'neutral'}
35708055#673129,2,Host and Hostess was quite rude.,"['host', 'hostess']","{'host': 'negative', 'hostess': 'negative'}",['food'],{'food': 'neutral'}
35708055#673129,3,Would not recommend anyone to go.,['anyone'],{'anyone': 'neutral'},['service'],{'service': 'neutral'}
35708055#673129,4,You will not be missing anything.,['anything'],{'anything': 'negative'},['price'],{'price': 'neutral'}
35709141#1107179,0,"the atmosphere is very nice, and a welcome escape from the rest of the SI mall.","['welcome escape', 'rest', 'atmosphere', 'si mall']","{'welcome escape': 'positive', 'rest': 'positive', 'atmosphere': 'positive', 'si mall': 'positive'}",['ambience'],{'ambience': 'neutral'}
35709141#1107179,1,"However, the food and service and dramatically lacking.","['service', 'food']","{'service': 'neutral', 'food': 'neutral'}",['miscellaneous'],{'miscellaneous': 'neutral'}
